gender,age,gross_income,segment,num_credit_cards,active_inactive_start,active_inactive_end,num_products,num_loans,duration
M,28,55216.92,Individuals,0,I,0,1,0,1313
F,34,435162.12,Individuals,0,A,1,2,0,1469
F,41,223866.66,Individuals,1,A,1,4,0,1721
M,43,239607.6,Individuals,0,I,0,1,0,3366
M,59,432738.48,Individuals,0,I,0,1,0,1242
F,29,125414.01,College_Graduated,0,I,0,1,0,1005
M,28,53209.71,College_Graduated,0,I,0,1,0,1671
M,52,101911.56,Individuals,0,A,1,3,0,5308
F,27,97786.95,College_Graduated,0,A,1,1,0,660
F,24,56716.14,College_Graduated,0,A,1,1,0,1864
M,24,80853.45,College_Graduated,0,I,0,1,0,1132
M,22,202264.11,College_Graduated,0,A,1,2,0,1070
M,52,57208.14,Individuals,0,I,0,1,0,6501
M,29,98798.1,College_Graduated,0,A,1,3,0,894
M,38,93909.21,Individuals,0,I,1,1,0,3918
M,24,125836.02,College_Graduated,0,I,0,1,0,1391
M,26,35422.47,College_Graduated,0,I,0,1,0,1074
F,34,95982.84,Individuals,0,I,0,0,0,3575
M,28,171395.97,College_Graduated,0,I,0,1,0,1413
M,33,92326.89,Individuals,0,I,0,0,0,877
F,24,97045.71,College_Graduated,0,I,0,0,0,1347
M,24,42549.54,Individuals,0,A,1,1,0,648
F,17,147712.26,Individuals,0,I,0,0,0,4635
F,25,25667.82,College_Graduated,0,I,0,1,0,1503
M,21,124669.14,College_Graduated,0,I,0,1,0,690
F,65,175283.85,Individuals,0,I,0,2,0,4857
M,44,108574.53,Individuals,0,A,1,2,0,1279
M,25,48891.9,College_Graduated,0,I,1,1,0,1787
M,60,371896.2,Individuals,0,I,0,1,0,1549
F,56,66740.58,Individuals,0,I,0,0,0,1991
F,32,66342.27,Individuals,0,A,1,1,0,1664
F,21,148781.16,College_Graduated,0,A,1,1,0,421
F,30,78481.02,Individuals,0,A,1,1,0,1117
F,25,70291.59,College_Graduated,0,I,0,1,0,1398
F,45,111745.41,Individuals,0,A,1,2,0,838
M,39,96451.2,Individuals,0,I,0,1,0,6739
F,49,59805.57,VIP,1,A,1,7,0,6383
F,27,55269.96,College_Graduated,0,I,0,0,0,706
F,25,76124.49,College_Graduated,0,I,0,1,0,776
F,23,53580.21,College_Graduated,0,I,1,1,0,1427
M,26,129148.86,College_Graduated,0,I,0,1,0,1460
M,48,111609.96,Individuals,0,I,1,1,0,2799
M,59,126620.91,Individuals,0,A,0,0,0,3532
F,21,115824.84,College_Graduated,0,I,0,1,0,689
M,24,85308.06,College_Graduated,0,I,0,1,0,723
M,23,103880.94,College_Graduated,0,I,0,1,0,1388
M,36,43091.76,Individuals,0,I,0,1,0,1434
F,52,356737.56,Individuals,0,I,0,1,0,7537
F,40,135108.24,Individuals,0,I,0,0,0,2071
F,29,120249.9,College_Graduated,0,A,1,1,0,1767
F,39,66345.96,Individuals,0,A,1,1,0,1291
F,61,128177.52,Individuals,0,I,0,0,0,5172
M,23,93655.5,College_Graduated,0,I,0,1,0,1137
F,21,106044.75,College_Graduated,0,I,0,0,0,429
M,20,43987.8,College_Graduated,0,I,0,1,0,733
M,74,269568.69,VIP,0,A,1,2,0,1272
F,48,92214.6,Individuals,1,A,1,9,0,6269
F,56,58959.36,Individuals,0,A,1,2,0,5192
F,26,87448.32,College_Graduated,0,I,0,1,0,1752
M,41,69867.09,Individuals,0,I,0,1,0,3687
M,43,91250.82,Individuals,1,A,1,8,0,1916
F,62,141081.42,Individuals,0,A,1,5,0,7073
F,29,95714.46,Individuals,0,A,0,1,0,691
M,51,48159.48,Individuals,0,I,0,0,0,1812
M,65,442024.98,Individuals,0,A,0,0,0,5809
F,51,310094.13,VIP,0,A,1,4,0,6820
M,36,89492.61,Individuals,0,I,0,0,0,1654
M,28,178335.39,Individuals,0,A,1,3,0,751
F,22,100277.64,College_Graduated,0,A,1,1,0,1424
M,38,56521.41,Individuals,0,I,0,0,0,3631
M,21,140300.4,College_Graduated,0,I,0,0,0,667
F,40,114881.01,VIP,0,A,1,4,0,5487
M,43,126406.32,Individuals,0,I,0,1,0,2889
M,25,125974.8,College_Graduated,0,I,0,1,0,663
M,28,43409.07,College_Graduated,0,I,0,1,0,1418
F,21,54565.86,College_Graduated,0,A,0,1,0,724
M,38,250687.5,Individuals,0,A,1,4,0,2223
M,22,43824.12,College_Graduated,0,I,0,1,0,781
M,73,246340.44,Individuals,0,A,1,1,0,1553
F,49,108354.27,Individuals,0,A,1,6,0,5585
F,50,232633.65,Individuals,0,I,0,0,0,3618
F,28,58495.86,College_Graduated,0,A,1,4,0,1802
M,74,78741.03,Individuals,0,A,1,2,0,577
M,30,141264.51,College_Graduated,0,A,1,3,0,745
M,67,143972.73,Individuals,0,I,0,1,0,4521
F,50,332014.35,Individuals,0,A,1,6,0,6102
F,84,250561.62,Individuals,0,A,1,2,0,5081
F,27,151808.97,College_Graduated,0,I,0,1,0,1777
M,60,141470.25,VIP,1,A,1,9,0,6698
F,48,59756.79,Individuals,1,A,1,3,0,3700
F,44,119301.06,Individuals,0,I,0,2,0,4444
M,60,48579.84,Individuals,0,A,1,2,0,3506
M,48,88322.13,Individuals,0,A,1,5,0,979
F,20,123322.29,Individuals,0,I,0,0,0,608
F,46,150548.76,Individuals,0,A,1,1,0,1572
M,21,109561.47,College_Graduated,0,A,1,1,0,790
F,71,81728.85,Individuals,0,A,1,1,0,1399
M,24,122346.57,College_Graduated,0,I,0,1,0,1438
M,26,72879.03,College_Graduated,0,I,0,0,0,1021
M,22,70930.8,College_Graduated,0,I,0,1,0,675
F,31,61266.72,College_Graduated,0,A,0,0,0,1745
F,38,87272.37,Individuals,0,A,1,1,0,740
M,23,85430.34,College_Graduated,0,I,0,1,0,1053
M,49,103978.8,Individuals,0,A,1,2,0,5074
F,23,747559.77,College_Graduated,0,I,0,0,0,1446
F,72,136692.75,Individuals,0,A,1,2,0,5466
M,83,2452753.26,Individuals,0,A,1,2,0,5190
F,41,81761.76,Individuals,0,I,0,1,0,5624
F,24,51376.44,College_Graduated,0,I,0,1,0,1860
F,37,89266.98,Individuals,0,I,1,2,0,4271
M,39,122311.95,Individuals,0,I,0,0,0,2296
F,47,102888.96,Individuals,0,I,0,1,0,3734
F,45,894108.45,Individuals,0,A,1,2,0,5561
F,54,97997.04,Individuals,0,A,1,1,0,6110
M,27,67651.11,College_Graduated,0,I,0,1,0,747
F,23,87983.85,College_Graduated,0,I,0,1,0,1425
F,22,81680.22,College_Graduated,0,I,0,1,0,1152
F,46,131295.21,Individuals,0,A,0,0,0,6458
F,24,128643.36,College_Graduated,0,I,0,1,0,1804
F,51,127412.46,Individuals,0,I,0,0,0,2910
F,57,241344.06,Individuals,0,A,1,1,0,6059
F,60,146497.74,Individuals,0,A,1,5,0,6327
F,37,53890.77,Individuals,0,A,0,1,0,1546
M,22,96501.93,College_Graduated,0,A,1,1,0,1136
F,60,106934.97,Individuals,0,I,0,0,0,3932
M,30,83030.43,College_Graduated,0,I,0,1,0,1031
F,4,348853.32,Individuals,0,I,0,0,0,1075
M,22,81659.31,College_Graduated,0,I,0,1,0,1145
M,35,71428.14,Individuals,1,A,1,4,0,2893
M,27,40762.68,College_Graduated,0,I,1,1,0,1515
M,32,178342.29,College_Graduated,0,I,0,1,0,1137
F,44,69501.63,Individuals,0,A,1,1,0,661
F,30,271478.49,Individuals,0,I,1,1,0,730
M,55,273325.26,Individuals,0,A,1,2,0,3769
M,42,117858.42,Individuals,0,A,1,2,0,6212
M,24,79076.61,College_Graduated,0,I,0,1,0,1395
M,34,64074.63,College_Graduated,0,I,0,0,0,684
F,25,61537.68,College_Graduated,0,I,0,1,0,1432
M,45,73245.42,Individuals,0,I,0,0,0,3034
M,84,85399.71,Individuals,0,I,0,1,0,1441
M,27,88432.83,College_Graduated,0,A,1,2,0,1448
F,47,83359.05,Individuals,0,A,1,3,0,2305
F,40,306310.2,Individuals,0,I,0,1,0,4918
F,38,201738.54,Individuals,0,A,1,4,0,5534
F,41,204599.82,Individuals,0,A,1,1,0,5039
M,28,119996.37,College_Graduated,0,I,0,1,0,1503
F,84,62579.46,Individuals,0,A,1,3,0,3171
F,77,213909.27,Individuals,0,A,1,3,0,6906
F,22,29671.68,College_Graduated,0,A,1,1,0,789
M,22,53563.26,College_Graduated,0,I,0,1,0,726
M,49,312898.86,Individuals,0,A,1,1,0,4689
M,26,64105.44,College_Graduated,0,I,0,1,0,1095
M,22,63188.13,College_Graduated,0,I,0,0,0,1377
M,21,50629.89,College_Graduated,0,I,0,1,0,419
F,25,50480.79,College_Graduated,0,I,0,1,0,1425
F,27,364393.05,College_Graduated,0,I,0,0,0,790
F,22,118431.45,College_Graduated,0,I,0,1,0,1105
M,35,76283.25,Individuals,0,I,0,0,0,1010
M,54,69217.71,Individuals,0,I,1,3,0,4584
F,51,93693.9,Individuals,0,A,1,1,0,5443
F,43,48322.11,Individuals,0,A,1,1,1,4738
M,25,52189.41,College_Graduated,0,I,0,1,0,1772
M,21,163269.12,College_Graduated,0,I,0,1,0,780
F,27,86969.01,College_Graduated,0,I,0,1,0,1472
M,42,91895.82,Individuals,0,A,1,2,0,4094
F,74,162935.01,VIP,0,A,1,2,0,5907
M,52,203737.83,Individuals,1,A,1,2,0,3245
F,32,50567.46,Individuals,0,I,0,1,0,4038
F,80,176610.06,Individuals,0,I,0,0,0,5165
M,48,289222.38,Individuals,0,A,1,5,0,5255
M,34,65199.93,Individuals,1,A,1,1,0,1227
M,41,142377.66,Individuals,0,A,1,2,0,4906
M,38,105951.99,Individuals,0,A,1,4,0,5305
M,20,37020.69,College_Graduated,0,A,1,1,0,781
F,54,87259.56,Individuals,0,A,0,0,0,4334
F,47,42858.84,Individuals,1,A,1,7,0,4086
F,23,96427.68,Individuals,0,A,1,1,0,3917
M,75,46926.54,Individuals,0,A,1,2,0,2511
M,63,380335.26,Individuals,0,I,0,0,0,5007
M,20,29408.67,College_Graduated,0,A,0,1,0,375
F,53,153460.29,Individuals,0,A,1,2,0,5058
F,22,134233.47,College_Graduated,0,I,0,1,0,726
M,21,50059.26,College_Graduated,0,A,1,1,0,788
F,23,107461.32,College_Graduated,0,I,0,1,0,706
F,59,83407.05,Individuals,0,I,0,1,0,3608
F,60,162687,Individuals,0,A,1,3,0,2850
F,46,74472.36,Individuals,1,A,1,5,0,4442
F,47,121087.89,Individuals,0,I,1,1,0,3765
F,60,127610.64,Individuals,0,I,1,1,0,4349
M,82,121908.84,Individuals,0,I,0,1,0,4909
F,30,59400.27,College_Graduated,0,I,0,1,0,1760
F,61,54547.8,Individuals,0,I,0,1,0,4836
F,91,65207.76,Individuals,0,A,1,2,0,6910
M,24,76026.51,College_Graduated,0,A,1,1,0,1794
F,51,156136.68,Individuals,0,I,0,1,0,5583
F,15,44284.47,Individuals,0,A,1,1,0,4650
F,39,110511.78,Individuals,0,A,1,1,0,3785
F,43,260718.06,Individuals,0,A,1,3,0,2865
F,24,324009.27,College_Graduated,0,A,1,1,0,678
M,34,150998.97,Individuals,0,I,0,1,0,1508
F,34,80434.98,Individuals,1,A,1,5,0,3636
F,96,173652.75,Individuals,0,I,0,0,0,3460
M,51,209857.41,VIP,1,A,1,6,0,2357
M,39,87738.09,Individuals,0,A,1,1,0,5410
F,28,55237.02,College_Graduated,0,I,0,0,0,1047
M,27,230994.39,College_Graduated,0,I,0,1,0,1866
F,20,100836.63,College_Graduated,0,A,0,0,0,383
F,14,114144,Individuals,0,A,1,1,0,951
M,49,93780.81,Individuals,1,A,1,7,1,4048
F,21,59678.94,College_Graduated,0,A,1,1,0,776
M,22,102819.12,College_Graduated,0,I,0,1,0,1154
F,29,116050.59,Individuals,0,A,1,1,0,542
M,33,964231.65,College_Graduated,0,I,0,1,0,1759
M,31,165987.84,College_Graduated,0,I,0,1,0,1446
M,29,116212.95,College_Graduated,0,I,0,0,0,1782
M,56,85410.21,Individuals,0,A,1,1,0,3632
F,20,42905.52,College_Graduated,0,I,1,1,0,375
F,39,236359.65,Individuals,0,I,0,0,0,3272
F,37,49679.58,Individuals,0,I,0,1,0,4519
F,39,64023,Individuals,0,I,0,0,0,3614
F,61,154745.16,Individuals,0,I,1,2,0,2853
M,21,65008.89,College_Graduated,0,I,0,1,0,780
F,58,87293.01,Individuals,0,I,0,1,0,5312
M,21,97986.36,College_Graduated,0,I,0,1,0,695
M,53,103802.61,Individuals,0,I,0,1,0,2960
M,70,84514.56,Individuals,0,I,0,0,0,3408
F,14,208831.8,Individuals,0,A,1,1,0,4906
F,46,262014.99,Individuals,0,A,1,3,0,6805
F,36,63776.58,Individuals,0,A,1,6,0,1691
F,45,97432.53,VIP,1,A,1,7,0,5359
F,64,55312.53,Individuals,0,I,0,1,0,4275
F,21,225212.4,College_Graduated,0,I,0,0,0,716
M,82,55227.78,Individuals,0,I,0,0,0,6312
F,25,106631.82,College_Graduated,0,A,1,1,0,1503
F,57,37909.71,Individuals,0,A,1,2,0,6023
F,24,256766.4,College_Graduated,0,I,0,1,0,1761
F,29,127530.06,College_Graduated,0,I,0,0,0,1461
F,31,66151.83,Individuals,0,I,0,0,0,2076
F,46,114792.99,Individuals,0,I,0,1,0,3504
M,89,132442.77,Individuals,0,A,1,1,0,5818
M,34,60646.32,Individuals,0,A,1,1,0,1039
F,40,108331.14,Individuals,0,A,1,3,0,2796
M,67,100799.91,Individuals,0,I,0,1,0,5631
F,24,104609.67,College_Graduated,0,I,0,1,0,1447
F,23,26199.51,College_Graduated,0,I,0,1,0,1060
F,21,94086.99,College_Graduated,0,I,0,1,0,724
M,36,210550.5,Individuals,0,I,0,1,0,5854
F,45,97751.52,Individuals,0,I,0,1,0,4702
F,23,179926.98,College_Graduated,0,I,0,0,0,1453
F,34,224871.51,Individuals,0,I,1,2,0,3976
F,21,76080.27,College_Graduated,0,I,0,0,0,425
F,24,855618,College_Graduated,0,I,0,1,0,1405
F,44,214976.94,Individuals,0,I,0,1,0,7493
M,73,119411.82,Individuals,0,I,0,1,0,3323
F,69,80731.23,Individuals,0,I,0,0,0,6717
F,31,57525.63,Individuals,0,I,0,0,0,1469
M,21,89147.97,College_Graduated,0,A,0,1,0,1041
M,57,84825.93,Individuals,0,A,1,2,0,4092
M,81,31276.98,VIP,0,A,1,4,0,2319
F,42,54710.82,Individuals,0,I,0,0,0,1749
F,23,189706.53,College_Graduated,0,A,1,1,0,775
M,21,69898.11,College_Graduated,0,A,1,1,0,780
M,30,33419.49,Individuals,0,A,1,3,0,793
F,43,190854.36,Individuals,0,I,0,2,0,5179
F,53,120020.31,Individuals,0,A,1,2,0,7220
F,27,22934.43,College_Graduated,0,I,0,1,0,1865
F,52,114655.11,VIP,0,A,1,6,0,2379
M,46,208814.22,Individuals,0,A,1,3,0,5767
F,61,101959.77,Individuals,0,A,1,2,0,920
F,41,118495.56,Individuals,0,A,1,2,0,744
M,36,97676.73,Individuals,1,A,1,4,0,4199
M,21,127841.58,College_Graduated,0,I,0,1,0,1117
F,59,251828.73,Individuals,0,A,1,1,0,7767
F,36,146812.47,Individuals,0,A,1,1,0,745
F,24,64644.06,College_Graduated,0,I,0,1,0,1503
M,24,71442.96,College_Graduated,0,I,0,1,0,1413
M,24,92219.79,College_Graduated,0,I,0,1,0,1880
M,27,193093.71,Individuals,0,A,1,2,0,4682
F,24,144152.52,College_Graduated,0,I,0,1,0,1434
F,22,89556.72,College_Graduated,0,A,1,1,0,1046
F,20,168972.12,College_Graduated,0,A,1,1,0,488
F,92,75511.2,Individuals,0,A,1,2,0,3536
F,29,72617.73,College_Graduated,0,A,1,1,0,1458
F,33,135970.41,College_Graduated,0,I,0,1,0,1801
M,44,130032.84,Individuals,0,A,1,2,0,4230
M,34,126167.13,Individuals,0,A,1,3,0,1693
F,65,130598.04,Individuals,0,A,1,1,0,901
M,24,80337.66,College_Graduated,0,A,1,1,0,698
M,49,237205.17,Individuals,0,A,1,2,0,6410
F,52,130722.75,Individuals,0,I,0,1,0,4251
M,40,49966.95,Individuals,0,A,1,2,1,3169
M,27,47115.57,College_Graduated,0,A,1,1,0,1726
M,39,73236.33,Individuals,1,A,1,2,0,667
M,54,235380.48,Individuals,0,I,0,0,0,3287
M,27,246463.08,College_Graduated,0,I,0,1,0,1070
M,40,72398.97,Individuals,0,I,0,1,0,3916
M,23,56598.42,College_Graduated,0,I,0,1,0,1517
F,43,156102.45,Individuals,0,I,0,1,0,4007
F,33,161992.17,College_Graduated,0,A,1,5,0,1714
F,20,37540.53,College_Graduated,0,A,1,1,0,418
F,64,147026.19,Individuals,0,A,1,1,0,3917
F,45,166039.95,Individuals,0,I,0,1,0,5652
M,71,245795.64,Individuals,0,I,0,0,0,3140
F,52,179897.7,Individuals,0,I,0,2,0,1242
F,23,87855.18,College_Graduated,0,I,0,1,0,1056
F,44,40823.97,Individuals,0,A,1,2,0,1658
M,20,84199.47,College_Graduated,0,A,1,1,0,779
F,27,68799,College_Graduated,0,I,0,1,0,1781
M,20,95697,College_Graduated,0,A,0,1,0,423
F,36,152217.96,Individuals,0,A,1,2,0,1158
F,44,82910.46,VIP,0,A,1,8,0,6540
F,22,74420.7,College_Graduated,0,I,0,1,0,1137
F,44,93721.44,VIP,0,A,1,2,0,807
M,30,84554.85,College_Graduated,0,A,1,4,0,2564
M,27,94123.11,College_Graduated,0,I,0,1,0,789
F,24,59507.52,College_Graduated,0,I,0,1,0,1426
M,38,369630.57,Individuals,0,A,1,2,0,803
M,34,53132.88,Individuals,0,I,0,0,0,3531
F,48,153409.17,Individuals,1,A,1,6,0,1619
F,67,206840.88,Individuals,0,A,1,2,0,5083
F,24,35313.78,College_Graduated,0,I,0,1,0,1059
F,67,120673.11,Individuals,0,I,0,2,0,5463
F,36,84738.27,VIP,0,A,1,3,0,4148
F,26,53168.31,College_Graduated,0,I,0,1,0,1798
F,47,65902.02,Individuals,0,A,1,2,0,2481
M,33,234299.37,Individuals,0,A,1,4,0,5303
M,46,82047.06,VIP,0,A,1,2,0,5361
F,18,99432.9,Individuals,0,A,1,1,0,4974
F,32,47321.22,College_Graduated,0,A,1,5,0,1119
F,38,111143.61,Individuals,0,I,0,1,0,3959
F,55,136492.59,Individuals,0,I,0,0,0,7664
F,58,164827.59,Individuals,0,A,0,2,0,6080
F,35,110323.23,Individuals,0,I,0,1,0,1405
F,52,875336.19,Individuals,0,I,0,0,0,6667
M,77,63277.59,Individuals,0,I,0,0,0,6066
M,49,249496.68,Individuals,0,A,1,3,0,2453
M,61,73901.94,Individuals,0,I,0,1,0,5813
F,26,91190.76,College_Graduated,0,I,0,0,0,683
M,23,134321.94,College_Graduated,0,I,0,1,0,1097
M,22,100014.12,College_Graduated,0,I,0,1,0,781
M,21,113669.31,College_Graduated,0,I,1,1,0,1131
M,23,35176.32,College_Graduated,0,I,0,1,0,1521
F,45,170597.94,VIP,0,A,1,2,0,4297
F,38,177583.71,Individuals,0,I,0,0,0,3536
F,36,67229.58,Individuals,0,I,1,1,0,1238
M,23,147710.19,College_Graduated,0,A,1,1,0,1494
F,60,112351.11,Individuals,0,I,0,1,0,727
M,37,60807.78,Individuals,0,A,0,1,0,662
F,39,124846.59,Individuals,0,I,1,2,0,3955
M,56,91282.47,Individuals,0,A,1,1,0,1962
M,64,123012.99,VIP,0,A,1,2,0,398
F,25,26251.5,College_Graduated,0,I,1,1,0,1830
M,49,124939.8,Individuals,0,A,1,1,0,1810
M,53,178217.97,Individuals,0,I,0,0,0,5168
M,27,34166.19,College_Graduated,0,I,0,1,0,1802
M,22,62912.04,College_Graduated,0,A,1,1,0,698
F,44,79998.9,Individuals,0,I,0,0,0,2054
M,29,83324.7,Individuals,1,A,1,6,0,2347
M,45,83579.37,Individuals,0,A,1,1,0,5847
F,37,85130.19,Individuals,1,A,1,5,0,1839
F,25,68739.27,College_Graduated,0,I,0,1,0,689
M,36,130798.2,Individuals,0,A,1,5,0,797
M,47,149781.9,Individuals,0,A,1,2,0,5358
M,17,210048.96,Individuals,0,I,0,1,0,3213
F,46,150852.24,Individuals,0,A,1,1,0,4701
F,41,65924.04,Individuals,0,A,1,4,0,1404
F,23,157564.74,College_Graduated,0,A,1,1,0,1817
M,22,72153.45,College_Graduated,0,A,1,1,0,1509
M,43,81941.37,Individuals,0,A,1,1,0,4267
F,33,88720.44,College_Graduated,0,I,0,1,0,1817
M,43,103948.08,Individuals,0,A,1,4,0,1384
F,60,154029.96,VIP,0,A,1,6,0,7127
M,28,81180.27,College_Graduated,0,I,0,1,0,1070
M,11,227320.02,Individuals,0,A,1,1,0,3653
M,33,375812.61,Individuals,0,A,1,3,0,2515
M,44,120674.25,Individuals,0,A,1,2,0,1320
F,53,77483.94,Individuals,0,I,0,1,0,3896
F,22,154187.91,College_Graduated,0,I,0,1,0,668
F,48,166271.34,Individuals,0,A,1,3,0,5008
F,66,253527.39,Individuals,0,A,1,2,0,5387
F,47,222810.18,Individuals,0,I,0,1,0,5357
M,21,104805.66,College_Graduated,0,I,0,1,0,685
F,52,155374.95,Individuals,0,A,1,2,0,2883
F,35,330429.93,Individuals,0,I,1,1,0,497
F,43,128995.74,Individuals,0,A,1,3,0,6010
M,24,95963.1,College_Graduated,0,A,1,1,0,1102
F,25,46622.55,College_Graduated,0,I,0,1,0,1097
F,21,80436.63,College_Graduated,0,I,0,1,0,776
M,40,225696.75,Individuals,0,I,0,0,0,3302
F,53,83426.25,Individuals,0,A,0,1,0,1747
F,62,130350.12,Individuals,0,I,0,0,0,3140
M,36,88942.17,Individuals,0,A,1,1,0,1602
F,39,128147.01,Individuals,0,A,1,2,0,3373
M,68,169385.67,Individuals,0,A,0,2,0,5395
M,24,101247.15,College_Graduated,0,I,0,1,0,1867
M,45,1380709.98,Individuals,1,A,1,5,0,5322
M,38,109428.78,Individuals,0,A,1,0,0,811
M,35,135262.35,Individuals,1,A,1,9,0,2097
F,36,178990.2,Individuals,0,I,0,0,0,424
M,51,118455.6,Individuals,0,A,1,4,0,6544
M,24,104776.38,College_Graduated,0,A,0,1,0,1867
M,20,186573.42,Individuals,0,I,0,1,0,1622
M,34,96576.63,Individuals,0,I,0,0,0,2159
M,46,170435.79,Individuals,0,I,0,1,0,3516
F,44,195786.57,Individuals,1,A,1,3,0,7582
M,48,871801.68,VIP,0,A,1,3,0,1502
F,59,63555.75,Individuals,1,A,1,7,0,6151
M,25,48255.48,College_Graduated,0,I,0,1,0,703
M,13,254653.17,Individuals,0,A,1,1,0,4272
M,23,89989.56,College_Graduated,0,I,0,1,0,1511
F,23,257893.74,College_Graduated,0,I,0,1,0,1389
M,36,40214.07,Individuals,0,I,1,1,0,1448
M,68,63129.84,Individuals,0,A,1,1,0,1033
F,52,117128.25,Individuals,0,A,1,2,0,2420
F,46,100192.74,VIP,1,A,1,9,0,6481
M,58,69254.85,Individuals,0,A,1,3,0,3358
F,70,218919.69,Individuals,0,A,1,2,0,600
M,40,94085.64,Individuals,0,A,1,2,0,2782
F,23,54797.7,College_Graduated,0,I,0,1,0,1462
M,33,79052.19,College_Graduated,0,A,1,2,0,410
F,50,152079.78,Individuals,0,A,1,3,0,3813
F,48,61044.48,Individuals,0,A,1,1,1,4115
F,46,66000.15,Individuals,1,A,1,7,0,5975
F,43,55281.42,Individuals,0,A,0,0,0,3702
F,46,79056.03,VIP,1,A,1,7,0,4596
M,64,279416.04,Individuals,0,A,1,3,0,3534
M,37,111090.69,Individuals,1,A,0,1,0,1133
M,39,132393.54,Individuals,0,A,1,1,0,3123
M,23,68118.42,College_Graduated,0,I,0,1,0,662
F,39,74857.68,Individuals,0,A,1,2,0,761
F,34,25710.78,Individuals,0,I,0,0,0,3497
F,62,454300.68,Individuals,0,A,1,1,0,3758
M,33,88293.9,College_Graduated,0,A,1,2,0,810
M,23,86085.3,College_Graduated,0,I,1,1,0,1798
M,24,127404.18,College_Graduated,0,I,0,0,0,1390
F,49,78847.74,Individuals,0,A,0,1,0,2406
F,29,54294,College_Graduated,0,A,1,5,0,1441
M,30,169929.96,College_Graduated,0,I,0,1,0,1406
M,47,55479.66,Individuals,0,I,0,0,0,2564
M,76,63368.91,Individuals,0,A,1,4,0,5715
M,31,62624.28,Individuals,1,A,1,5,0,3330
F,28,57806.31,College_Graduated,0,A,1,1,0,1146
M,24,515768.31,College_Graduated,0,I,0,1,0,1797
M,21,139390.65,College_Graduated,0,I,1,1,0,783
M,41,264047.76,Individuals,0,A,1,3,0,3981
M,32,114676.56,Individuals,0,I,0,0,0,3827
M,40,105424.41,Individuals,0,I,0,1,0,4647
F,27,48347.19,Individuals,0,I,0,1,0,628
M,78,109975.83,Individuals,0,I,0,0,0,3754
M,24,66902.7,College_Graduated,0,I,0,1,0,1878
F,72,123559.11,Individuals,0,A,1,1,0,2959
F,31,119082.69,Individuals,0,A,0,1,0,901
M,31,76388.34,Individuals,0,I,0,0,0,2105
F,24,66154.05,College_Graduated,0,I,0,1,0,725
F,70,93669.99,Individuals,0,I,0,1,0,5298
F,24,120852.66,College_Graduated,0,I,1,1,0,1798
M,22,39837.3,College_Graduated,0,I,0,1,0,1168
M,25,83689.62,College_Graduated,0,I,1,1,0,1867
F,21,68579.76,College_Graduated,0,A,1,1,0,698
M,20,176874.87,College_Graduated,0,I,0,0,0,414
M,34,90853.95,Individuals,0,I,0,0,0,793
F,30,58149.72,College_Graduated,0,A,1,1,0,760
M,72,137905.05,Individuals,0,A,1,2,0,3518
M,32,361263.72,College_Graduated,0,I,0,1,0,1132
M,21,169241.79,College_Graduated,0,I,0,0,0,774
M,45,70560.81,Individuals,0,A,1,2,0,549
F,58,251029.62,Individuals,0,A,1,4,0,1556
M,21,55239.93,College_Graduated,0,A,1,1,0,776
F,53,73530.42,Individuals,0,A,1,1,0,3588
M,24,29999.85,College_Graduated,0,I,0,1,0,1798
M,65,68290.8,Individuals,0,I,0,2,0,5550
F,23,53580.33,College_Graduated,0,I,0,0,0,1511
M,39,52183.02,Individuals,0,A,1,2,0,1868
F,83,70043.19,Individuals,0,A,1,6,0,6358
F,45,71727.03,Individuals,0,A,1,2,0,1094
F,77,607181.94,VIP,0,A,1,5,0,5644
F,68,141044.79,Individuals,0,A,1,3,0,3979
M,43,60938.16,Individuals,0,A,1,4,0,7089
M,43,197631.75,Individuals,0,I,0,0,0,3552
F,50,92791.83,Individuals,0,I,0,0,0,4232
F,69,126369.78,VIP,0,A,1,3,0,2771
F,49,105230.01,Individuals,1,A,1,8,0,6403
M,21,73686,College_Graduated,0,A,1,1,0,419
F,63,125385.57,Individuals,0,I,0,2,0,4217
M,23,92434.29,College_Graduated,0,I,0,1,0,1510
M,41,197041.98,Individuals,0,I,0,1,0,4189
F,30,71508.72,College_Graduated,0,I,0,0,0,466
F,51,52203.39,Individuals,0,I,1,2,0,5764
F,69,44344.56,Individuals,0,A,1,2,0,4310
F,32,197987.37,College_Graduated,0,I,0,1,0,1762
M,65,158104.5,Individuals,0,I,0,0,0,5399
F,85,208458.27,Individuals,0,I,0,0,0,3125
F,38,196502.49,Individuals,0,I,0,0,0,664
F,53,677139.54,Individuals,0,I,0,1,0,3335
F,55,209849.58,Individuals,0,A,1,4,0,7209
M,40,70674.33,Individuals,0,I,0,0,0,1819
M,21,107342.49,College_Graduated,0,A,1,1,0,370
M,45,68598.9,Individuals,0,I,0,1,0,4898
F,23,138174.36,College_Graduated,0,I,0,1,0,1474
F,41,125384.43,Individuals,0,A,1,2,0,4458
F,50,64951.8,Individuals,0,I,0,0,0,3828
F,42,151770.69,Individuals,0,A,1,2,0,3982
M,30,215259.18,College_Graduated,0,A,1,3,0,3910
M,22,124357.86,College_Graduated,0,A,1,1,0,1157
M,26,33472.8,College_Graduated,0,I,0,0,0,646
F,56,105319.62,Individuals,0,I,0,1,0,5906
M,51,80462.19,VIP,0,A,1,2,0,3277
M,24,79627.35,College_Graduated,0,I,0,0,0,1062
